Chattogram,22.335,91.8325,Bangladesh
Brazzaville,-4.2667,15.2667,Congo (Brazzaville)
Yangjiang,21.857,111.983,China
Sanaa,15.3483,44.2064,Yemen
Barmhan Kalan,19.1972,72.9722,India
Medellin,6.2308,-75.5906,Colombia
Dingxi,35.608,104.592,China
Shaoxing,30.0511,120.5833,China
Yantai,37.4646,121.4478,China
Huizhou,23.112,114.416,China
Xuanzhou,30.939,118.759,China
Mirzapur,25.146,82.569,India
Hamburg,53.55,10,Germany
Taipei,25.0375,121.5625,Taiwan
Ankang,32.6854,109.029,China
Zigong,29.339,104.779,China
Sanming,26.2634,117.6389,China
Toluca,19.2925,-99.6569,Mexico
Huangshi,30.2011,115.039,China
Yaounde,3.8667,11.5167,Cameroon
Zhuhai,22.2742,113.5719,China
Huludao,40.711,120.837,China
Baoshan,25.112,99.161,China
Mecca,21.4225,39.8261,Saudi Arabia
Vancouver,49.25,-123.1,Canada
Lianshan,40.7523,120.828,China
Beirut,33.8981,35.5058,Lebanon
Salvador,-12.9831,-38.4928,Brazil
Bucharest,44.4325,26.1039,Romania
Longba,33.3702,104.9603,China
Nagpur,21.1497,79.0806,India
Queens,40.7498,-73.7976,United States
Tieling,42.2237,123.726,China
Yunfu,22.9152,112.0445,China
Bekasi,-6.2333,107,Indonesia
Daegu,35.8717,128.6017,"Korea, South"
Ghaziabad,28.67,77.42,India
Luoyang,34.6197,112.4539,China
Luohe,33.5804,114.0166,China
Algiers,36.7325,3.0872,Algeria
Anshun,26.2531,105.9476,China
Huainan,32.6314,117.0194,China
Depok,-6.394,106.8225,Indonesia
Konya,37.8667,32.4833,Turkey
Haiphong,20.8651,106.6838,Vietnam
Yanjiang,30.129,104.627,China
Guangyuan,32.436,105.844,China
Baku,40.3667,49.8352,Azerbaijan
Yingkou,40.625,122.219,China
Mudanjiang,44.5514,129.6329,China
Riverside,33.9381,-117.3949,United States
Fukuoka,33.59,130.4017,Japan
Nantong,31.981,120.894,China
Lincang,23.884,100.089,China
Las Vegas,36.2333,-115.2654,United States
Haikou,20.0186,110.3488,China
Yuxi,24.347,102.527,China
Tangerang,-6.1703,106.6403,Indonesia
Supaul,26.126,86.605,India
Almaty,43.24,76.915,Kazakhstan
Vienna,48.2083,16.3725,Austria
Esfahan,32.6653,51.6703,Iran
Xining,36.6224,101.7804,China
Jincheng,35.491,112.852,China
Baltimore,39.3051,-76.6144,United States
Dandong,40.1167,124.3833,China
Yan'an,36.65,109.494,China
Qinbaling,35.7091,107.6436,China
Gaoping,30.7824,106.1281,China
Awka,6.2069,7.0678,Nigeria
Taizhou,28.6557,121.4208,China
Ma'anshan,31.669,118.507,China
Jiamusi,46.8,130.319,China
Perth,-31.9558,115.8597,Australia
Gaziantep,37.0628,37.3792,Turkey
Phnom Penh,11.5696,104.921,Cambodia
St. Louis,38.6359,-90.2451,United States
Mogadishu,2.0392,45.3419,Somalia
Lishui,28.468,119.923,China
Kowloon,22.3167,114.1833,Hong Kong
Cordoba,-31.4167,-64.1833,Argentina
Zamboanga City,6.9042,122.0761,Philippines
Rawalpindi,33.6,73.0333,Pakistan
Havana,23.1367,-82.3589,Cuba
Chongzuo,22.377,107.365,China
Portland,45.5371,-122.65,United States
Laibin,23.7501,109.2212,China
San Antonio,29.4632,-98.5238,United States
Vadodara,22.3,73.2,India
Qingyang,24.7816,118.5517,China
Rajkot,22.3,70.7833,India
Shangzhou,33.8734,109.9186,China
Vishakhapatnam,17.7042,83.2978,India
Shengli,37.434,118.6746,China
Sanmenxia,34.7732,111.2004,China
Warsaw,52.23,21.0111,Poland
Gujranwala,32.1567,74.19,Pakistan
Hezhou,24.4042,111.5672,China
Aleppo,36.2319,37.1681,Syria
Tijuana,32.525,-117.0333,Mexico
Puning,23.298,116.166,China
Indore,22.7167,75.8472,India
Minsk,53.9006,27.5586,Belarus
Karaj,35.8292,50.9675,Iran
Kananga,-5.897,22.4488,Congo (Kinshasa)
Huaibei,33.956,116.798,China
Peshawar,34.0144,71.5675,Pakistan
Sacramento,38.5677,-121.4685,United States
Sapporo,43.0619,141.3544,Japan
Tilburg,51.5572,5.0911,Netherlands
Austin,30.3005,-97.7522,United States
Orlando,28.4773,-81.337,United States
Davao,7.07,125.6,Philippines
Songjiang,31.0058,121.2333,China
Yinchuan,38.485,106.225,China
Abhepur,39.41,116.38,India
Thane,19.1972,72.9722,India
Multan,30.1978,71.4697,Pakistan
Port Harcourt,4.8242,7.0336,Nigeria
Fushun,41.881,123.957,China
Tainan,22.9833,120.1833,Taiwan
Pingliang,35.5424,106.6649,China
Siping,43.1668,124.3506,China
San Juan,18.3985,-66.061,Puerto Rico
Pingxiang,27.659,113.887,China
Bhopal,23.2599,77.4126,India
Mosul,36.3667,43.1167,Iraq
Diyarbakir,37.91,40.24,Turkey
Lubumbashi,-11.6647,27.4794,Congo (Kinshasa)
Benin City,6.3333,5.6222,Nigeria
Curitiba,-25.4297,-49.2719,Brazil
San Jose,37.3012,-121.848,United States
Shuyangzha,34.1299,118.7734,China
Adana,37,35.3213,Turkey
Quito,-0.22,-78.5125,Ecuador
Agra,27.18,78.02,India
Peyanvilai,8.9,77.9833,India
Lusaka,-15.4167,28.2833,Zambia
Indianapolis,39.7771,-86.1458,United States
Hyderabad City,25.3792,68.3683,Pakistan
Pimpri-Chinchwad,18.6186,73.8037,India
Maracay,10.2469,-67.5961,Venezuela
Masqat,23.614,58.5911,Oman
Montevideo,-34.9056,-56.1842,Uruguay
Pittsburgh,40.4397,-79.9763,United States
Cincinnati,39.1413,-84.506,United States
Manhattan,40.7834,-73.9662,United States
Kansas City,39.1238,-94.5541,United States
Budapest,47.4983,19.0408,Hungary
Patna,25.594,85.1376,India
Kampala,0.3136,32.5811,Uganda
Beihai,21.481,109.12,China
Sanzhou,30.82,108.4,China
Cleveland,41.4764,-81.6805,United States
Conakry,9.5092,-13.7122,Guinea
Ximeicun,24.9612,118.3849,China
Caloocan City,14.65,120.97,Philippines
Ecatepec,19.6097,-99.06,Mexico
Yushan,31.322,120.985,China
Fuxin,42.022,121.67,China
Novosibirsk,55.05,82.95,Russia
Bilaspur,22.09,82.15,India
Semarang,-6.99,110.4225,Indonesia
Jingdezhen,29.2917,117.1986,China
Ludhiana,30.91,75.85,India
Liaoyang,41.279,123.176,China
Jiangyin,31.839,120.295,China
Valencia,39.47,-0.3764,Spain
Shuozhou,39.3317,112.4329,China
Leon de los Aldama,21.1167,-101.6833,Mexico
Columbus,39.9862,-82.9855,United States
Puebla,19.0333,-98.1833,Mexico
Bien Hoa,10.95,106.8167,Vietnam
Chengtangcun,35.0833,117.15,China
Yopougon,5.3748,-4.0867,Côte d’Ivoire
Hebi,35.748,114.297,China
Shiraz,29.61,52.5425,Iran
Dushanbe,38.5367,68.78,Tajikistan
Madurai,9.9252,78.1198,India
Huzhou,30.8925,120.0875,China
Harare,-17.8292,31.0522,Zimbabwe
Tabriz,38.0817,46.2992,Iran
Jamshedpur,22.7925,86.1842,India
Baicheng,45.62,122.838,China
San Jose,9.9325,-84.08,Costa Rica
Shaoyang,32.912,119.8526,China
San Salvador,13.6989,-89.1914,El Salvador
Palembang,-2.9861,104.7556,Indonesia
Kawasaki,35.5167,139.7,Japan
Kobe,34.69,135.1956,Japan
Jiaxing,30.747,120.756,China
Zhangjiajie,29.117,110.479,China
Baiyin,36.5451,104.1389,China
Guiping,23.4,110.0833,China
Changshu,31.656,120.753,China
Jixi,45.295,130.969,China
Xushan,30.1667,121.2333,China
Lome,6.1308,1.2153,Togo
Niamey,13.515,2.1175,Niger
Gwangju,35.1653,126.8486,"Korea, South"
Recife,-8.0539,-34.8808,Brazil
Nasik,19.9975,73.7898,India
Abu Dhabi,24.4667,54.3667,United Arab Emirates
Onitsha,6.1667,6.7833,Nigeria
Amsterdam,52.3728,4.8936,Netherlands
Vijayawada,16.5193,80.6305,India
Zapopan,20.7167,-103.4,Mexico
Daejeon,36.35,127.385,"Korea, South"
Bronx,40.8501,-73.8662,United States
Auckland,-36.8492,174.7653,New Zealand
Yekaterinburg,56.8356,60.6128,Russia
Wuwei,37.929,102.638,China
Jinhua,29.079,119.647,China
Kyoto,35.0117,135.7683,Japan
Pizhou,34.398,117.89,China
Yangshe,31.8767,120.556,China
Dakar,14.6726,-17.432,Senegal
Charlotte,35.2083,-80.8303,United States
Yucheng,30.01,103.0415,China
Kayseri,38.7225,35.4875,Turkey
Virginia Beach,36.7335,-76.0435,United States
Rui'an,27.7833,120.625,China
Muscat,23.6139,58.5922,Oman
Kharkiv,49.9925,36.2311,Ukraine
Pointe-Noire,-4.7975,11.8503,Congo (Brazzaville)
Medina,24.47,39.61,Saudi Arabia
Sangereng,-6.2889,106.7181,Indonesia
Faridabad,28.4211,77.3078,India
Sofia,42.6979,23.3217,Bulgaria
Ulaanbaatar,47.9214,106.9055,Mongolia
Adelaide,-34.9275,138.6,Australia
Prague,50.0875,14.4214,Czechia
Wenling,28.3667,121.3667,China
Copenhagen,55.6805,12.5615,Denmark
Najafgarh,28.6125,76.9847,India
Lianjiang,21.7333,110.2833,China
Helsinki,60.1708,24.9375,Finland
Samsun,41.2903,36.3336,Turkey
Milan,45.4669,9.19,Italy
Antalya,36.8874,30.7075,Turkey
Santiago,19.4572,-70.6889,Dominican Republic
Chizhou,30.6654,117.4916,China
Makassar,-5.1331,119.4136,Indonesia
Porto Alegre,-30.0328,-51.23,Brazil
Huangshan,29.7149,118.3376,China
Gaozhou,21.9244,110.8422,China
Barranquilla,10.9833,-74.8019,Colombia
Al Basrah,30.515,47.81,Iraq
Benxi,41.3039,123.7649,China
Saitama,35.8614,139.6456,Japan
Ahvaz,31.3047,48.6783,Iran
Guarulhos,-23.4667,-46.5333,Brazil
Leizhou,20.9143,110.0967,China
Juarez,31.745,-106.485,Mexico
Mandalay,21.9831,96.0844,Burma
Yangquan,37.8571,113.5804,China
Fuqing,25.7167,119.3833,China
Xintai,35.909,117.768,China
Tongling,30.9456,117.8114,China
Wusong,30.945,117.811,China
Calgary,51.05,-114.0667,Canada
Meerut,28.98,77.71,India
Jacksonville,30.3322,-81.6749,United States
Kuaidamao,41.7283,125.9397,China
Huazhou,21.664,110.6396,China
Milwaukee,43.0642,-87.9675,United States
Wuzhong,37.9978,106.1986,China
Belem,-1.4558,-48.5039,Brazil
Cacuaco,-8.8053,13.2444,Angola
Rosario,-32.9575,-60.6394,Argentina
Tangier,35.7767,-5.8039,Morocco
Antananarivo,-18.91,47.525,Madagascar
Canagatan,18,121.8,Philippines
Soweto,-26.2678,27.8585,South Africa
Providence,41.823,-71.4187,United States
Xiantao,30.328,113.443,China
Jabalpur,23.1667,79.9333,India
Huaiyin,33.5819,119.028,China
Yutan,28.278,112.552,China
Kazan,55.7964,49.1089,Russia
Bagam,1.13,104.0531,Indonesia
Dayan,26.8552,100.2259,China
Comayaguela,14.098,-87.21,Honduras
Brussels,50.8467,4.3525,Belgium
Laiwu,36.1833,117.6667,China
Huazhou,32.688,112.087,China
Sharjah,25.3575,55.3908,United Arab Emirates
Kalyan,19.24,73.13,India
Rucheng,32.246,120.591,China
Barquisimeto,10.0636,-69.3347,Venezuela
Yongcheng,33.9299,116.45,China
Sumedang,-6.84,107.9208,Indonesia
Can Tho,10.0333,105.7833,Vietnam
Suwon,37.2667,127.0167,"Korea, South"
Yiwu,29.3069,120.0753,China
Vasai-Virar,19.47,72.8,India
Campinas,-22.9009,-47.0573,Brazil
Dadukou,26.5824,101.7184,China
Lingcheng,22.708,110.354,China
Shuangyashan,46.6762,131.1416,China
Nizhniy Novgorod,56.3269,44.0075,Russia
Panipat,29.3875,76.97,India
Qom,34.64,50.8764,Iran
Baidoa,3.1167,43.65,Somalia
Hargeysa,9.56,44.065,Somalia
Mombasa,-4.05,39.6667,Kenya
Varanasi,25.3189,83.0128,India
Hiroshima,34.3914,132.4519,Japan
Chiang Mai,18.7953,98.9986,Thailand
Belgrade,44.8178,20.4569,Serbia
Maiduguri,11.8372,13.1542,Nigeria
Kalleli,9.2807,76.8697,India
Batam Centre,1.1272,104.0556,Indonesia
Pingdu,36.7769,119.9884,China
Rongcheng,26.218,104.103,China
Mbandaka,0.0478,18.2558,Congo (Kinshasa)
Xinyu,27.8186,114.9167,China
Doha,25.2867,51.5333,Qatar
Shymkent,42.3167,69.5958,Kazakhstan
Tripoli,32.8872,13.1914,Libya
Srinagar,34.09,74.79,India
Nashville,36.1715,-86.7842,United States
Chelyabinsk,55.1547,61.3758,Russia
Aurangabad,19.88,75.32,India
Cilacap,-7.7167,109.017,Indonesia
Xinhualu,34.3964,113.7402,China
Salt Lake City,40.7776,-111.9311,United States
Guankou,28.1637,113.6433,China
Bandar Lampung,-5.45,105.2667,Indonesia
Dhanbad,23.7998,86.4305,India
Nay Pyi Taw,19.7475,96.115,Burma
Aba,5.1167,7.3667,Nigeria
Jingling,30.664,113.167,China
Zhuji,29.7167,120.2333,China
Tegucigalpa,14.1057,-87.204,Honduras
Kigali,-1.9536,30.0606,Rwanda
Samara,53.2028,50.1408,Russia
Yingtan,28.2721,117.0395,China
Edmonton,53.5344,-113.4903,Canada
Raleigh,35.8324,-78.6429,United States
Bishkek,42.8667,74.5667,Kyrgyzstan
Bujumbura,-3.3833,29.3667,Burundi
Guyuan,36.01,106.257,China
Leiyang,26.4223,112.8598,China
Krasnodar,45.0333,38.9667,Russia
Rostov,47.2225,39.71,Russia
Maputo,-25.9153,32.5764,Mozambique
Bukavu,-2.5061,28.8608,Congo (Kinshasa)
Amritsar,31.64,74.86,India
Shagamu,6.8333,3.65,Nigeria
Aligarh,27.88,78.08,India
Zhangye,38.9248,100.4499,China
Ufa,54.7261,55.9475,Russia
Santo Domingo,18.4764,-69.8933,Dominican Republic
Ulsan,35.55,129.3167,"Korea, South"
Rongcheng,29.8402,112.9048,China
Tbilisi,41.7225,44.7925,Georgia
Guwahati,26.1722,91.7458,India
Fes,34.0433,-5.0033,Morocco
Yingchuan,34.142,113.489,China
Ninh Binh,20.25,105.8333,Vietnam
Yerevan,40.1814,44.5144,Armenia
Mwanza,-2.5167,32.9,Tanzania
Omsk,54.9833,73.3667,Russia
Mexicali,32.6633,-115.4678,Mexico
Sevilla,37.39,-5.99,Spain
Ikare,7.5167,5.75,Nigeria
Dingzhou,38.516,114.99,China
Tamale,9.4075,-0.8533,Ghana
Yuyao,30.05,121.15,China
Goiania,-16.6806,-49.2564,Brazil
Krasnoyarsk,56.0089,92.8719,Russia
Cologne,50.9364,6.9528,Germany
Ubungo,-6.7889,39.2056,Tanzania
Yicheng,31.36,119.815,China
Richmond,37.5295,-77.4756,United States
Kisangani,0.5167,25.2,Congo (Kinshasa)
Ezhou,30.3914,114.8949,China
Astana,51.1472,71.4222,Kazakhstan
Zhufeng,36,119.4167,China
Nezahualcoyotl,19.4081,-99.0186,Mexico
Nouakchott,18.0858,-15.9785,Mauritania
Haora,22.58,88.3294,India
Tongjin,37.2333,127.2,"Korea, South"
Ranchi,23.36,85.33,India
Ciudad Nezahualcoyotl,19.4006,-99.0148,Mexico
Gwalior,26.2125,78.1775,India
Ottawa,45.4247,-75.695,Canada
Haicheng,40.8824,122.6852,China
Jianguang,28.1958,115.7833,China
Goyang,37.65,126.8,"Korea, South"
Sendai,38.2682,140.8694,Japan
Xibeijie,39.7334,98.4943,China
Chandigarh,30.75,76.78,India
Voronezh,51.6717,39.2106,Russia
Managua,12.1364,-86.2514,Nicaragua
Zhongwei,37.5002,105.1968,China
Jiancheng,30.38,104.53,China
Mersin,36.8,34.6333,Turkey
Shouguang,36.857,118.791,China
Liangshi,27.26,111.7442,China
Sao Luis,-2.53,-44.3028,Brazil
Jodhpur,26.28,73.02,India
Memphis,35.1087,-89.9663,United States
Matola,-25.9667,32.4667,Mozambique
Ogbomoso,8.1333,4.25,Nigeria
Sanya,18.2533,109.5036,China
Rangapukur,25.5206,89.2147,Bangladesh
Ashgabat,37.9375,58.38,Turkmenistan
Enugu,6.5,7.5,Nigeria
Linhai,28.85,121.1167,China
Perm,58,56.3167,Russia
Shubra al Khaymah,30.1286,31.2422,Egypt
